25

2

200

230

0 65 20 6 121 186 10
1 55 5 29 43 102 10
2 55 60 16 74 129 10
3 30 25 23 131 196 10
4 65 35 3 124 190 10
5 55 45 13 98 143 10
6 35 17 7 22 87 10
7 15 10 20 32 114 10
8 20 50 5 61 110 10
9 5 30 2 124 189 10
10 45 10 18 76 127 10
11 30 60 16 107 150 10
12 15 30 26 20 93 10
13 50 35 19 38 97 10
14 30 5 8 35 96 10
15 45 65 9 105 156 10
16 10 20 19 52 107 10
17 55 20 19 123 184 10
18 25 30 3 76 131 10
19 41 49 10 133 198 10
20 20 40 12 69 114 10
21 15 60 17 52 109 10
22 45 20 11 37 96 10
23 20 65 12 42 101 10
24 10 43 9 75 124 10
25 35 35 0 0 230 0

1
