25

2

200

1236

0 38 70 10 480 660 90
1 25 50 10 15 195 90
2 25 52 40 107 287 90
3 15 80 10 222 402 90
4 25 85 20 597 777 90
5 38 68 20 200 380 90
6 30 50 10 10 190 90
7 35 66 10 294 474 90
8 28 52 20 758 938 90
9 30 52 20 850 1030 90
10 40 69 20 572 752 90
11 40 66 20 108 288 90
12 42 68 10 665 845 90
13 28 55 10 665 845 90
14 45 70 30 758 938 90
15 20 85 40 412 592 90
16 22 75 30 30 210 90
17 35 69 10 387 567 90
18 20 80 40 317 497 90
19 22 85 10 504 684 90
20 42 66 10 16 196 90
21 42 65 10 15 195 90
22 15 75 20 127 307 90
23 45 68 10 850 1030 90
24 18 75 20 34 214 90
25 40 50 0 0 1236 0

1
