25

1

200

230

0 45 10 18 97 107 10
1 65 20 6 172 182 10
2 45 65 9 126 136 10
3 20 40 12 87 97 10
4 35 17 7 0 202 10
5 10 20 19 75 85 10
6 55 20 19 149 159 10
7 15 30 26 0 199 10
8 10 43 9 95 105 10
9 45 20 11 0 201 10
10 25 30 3 99 109 10
11 30 25 23 159 169 10
12 55 5 29 68 78 10
13 15 10 20 32 42 10
14 20 65 12 67 77 10
15 5 30 2 157 167 10
16 55 60 16 97 107 10
17 65 35 3 153 163 10
18 20 50 5 0 198 10
19 30 60 16 124 134 10
20 50 35 19 0 205 10
21 30 5 8 61 71 10
22 41 49 10 0 204 10
23 55 45 13 0 197 10
24 15 60 17 76 86 10
25 35 35 0 0 230 0

2
