25

1

200

240

0 5 35 10 127 187 10
1 18 75 20 80 140 10
2 8 45 20 49 109 10
3 5 45 10 35 95 10
4 22 85 10 94 154 10
5 44 5 20 72 132 10
6 38 15 10 133 193 10
7 35 5 20 124 184 10
8 2 40 20 43 103 10
9 22 75 30 35 95 10
10 20 80 40 126 186 10
11 10 35 20 76 136 10
12 42 15 10 107 167 10
13 20 85 20 40 100 10
14 15 80 10 76 136 10
15 0 45 20 129 189 10
16 38 5 30 50 110 10
17 10 40 30 104 164 10
18 15 75 20 64 124 10
19 8 40 40 44 104 10
20 0 40 20 57 117 10
21 40 5 10 52 112 10
22 42 10 40 57 117 10
23 25 85 20 130 190 10
24 40 15 40 77 137 10
25 40 50 0 0 240 0

2
