25

1

200

230

0 65 20 6 153 186 10
1 55 5 29 58 87 10
2 55 60 16 88 115 10
3 30 25 23 147 180 10
4 65 35 3 58 190 10
5 55 45 13 54 187 10
6 35 17 7 18 202 10
7 15 10 20 32 187 10
8 20 50 5 21 170 10
9 5 30 2 124 189 10
10 45 10 18 76 127 10
11 30 60 16 107 150 10
12 15 30 26 20 199 10
13 50 35 19 15 192 10
14 30 5 8 50 81 10
15 45 65 9 79 182 10
16 10 20 19 29 139 10
17 55 20 19 138 169 10
18 25 30 3 76 131 10
19 41 49 10 15 204 10
20 20 40 12 47 136 10
21 15 60 17 32 146 10
22 45 20 11 18 195 10
23 20 65 12 57 86 10
24 10 43 9 87 112 10
25 35 35 0 0 230 0

2
