50

2

200

1236

0 35 32 10 132 269 90
1 5 35 10 252 375 90
2 23 52 10 234 343 90
3 40 66 20 142 253 90
4 42 68 10 699 810 90
5 30 35 10 982 1127 90
6 22 75 30 30 155 90
7 32 30 10 332 439 90
8 8 40 40 52 193 90
9 0 40 30 457 544 90
10 25 50 10 25 184 90
11 30 32 30 417 540 90
12 38 68 20 220 359 90
13 23 55 20 523 616 90
14 38 70 10 499 640 90
15 10 35 20 181 256 90
16 40 69 20 580 743 90
17 20 85 40 448 555 90
18 30 30 10 512 629 90
19 33 32 20 27 190 90
20 30 50 10 10 137 90
21 5 45 10 639 742 90
22 22 85 10 541 646 90
23 15 75 20 142 291 90
24 20 80 40 362 451 90
25 35 66 10 331 436 90
26 28 35 10 969 1098 90
27 28 52 20 776 919 90
28 25 85 20 617 756 90
29 45 70 30 802 893 90
30 33 35 10 16 144 90
31 20 55 10 422 531 90
32 26 32 10 783 912 90
33 35 30 10 236 349 90
34 18 75 20 75 172 90
35 45 68 10 885 994 90
36 0 45 20 538 653 90
37 25 55 10 582 741 90
38 35 69 10 420 533 90
39 28 55 10 709 800 90
40 10 40 30 31 170 90
41 15 80 10 244 379 90
42 28 30 10 601 724 90
43 42 65 10 15 120 90
44 30 52 20 888 991 90
45 25 52 40 142 251 90
46 2 40 20 357 460 90
47 42 66 10 25 186 90
48 20 50 10 335 428 90
49 8 45 20 719 848 90
50 40 50 0 0 1236 0

1
