50

2

200

230

0 30 60 16 107 150 10
1 60 12 31 33 110 10
2 10 43 9 75 124 10
3 8 56 27 34 105 10
4 15 30 26 20 93 10
5 45 65 9 105 156 10
6 13 52 36 128 192 10
7 6 68 30 93 132 10
8 30 5 8 35 96 10
9 41 49 10 133 198 10
10 5 5 16 60 115 10
11 11 14 18 45 102 10
12 55 45 13 98 143 10
13 45 10 18 76 127 10
14 15 10 20 32 114 10
15 55 5 29 43 102 10
16 25 30 3 76 131 10
17 20 50 5 61 110 10
18 6 38 16 29 99 10
19 55 20 19 123 184 10
20 45 20 11 37 96 10
21 42 7 5 72 131 10
22 24 12 5 25 91 10
23 35 17 7 22 87 10
24 50 35 19 38 97 10
25 64 42 9 37 98 10
26 63 65 8 116 178 10
27 15 60 17 52 109 10
28 55 60 16 74 129 10
29 41 37 16 11 76 10
30 20 65 12 42 101 10
31 40 25 9 65 114 10
32 47 47 13 102 155 10
33 65 55 14 96 147 10
34 35 69 23 116 175 10
35 20 40 12 69 114 10
36 23 3 7 111 162 10
37 53 52 11 24 92 10
38 40 60 21 49 102 10
39 2 48 1 92 151 10
40 45 30 17 112 161 10
41 2 60 5 41 112 10
42 65 35 3 124 190 10
43 35 40 16 8 75 10
44 5 30 2 124 189 10
45 20 20 8 113 164 10
46 31 52 27 24 85 10
47 10 20 19 52 107 10
48 65 20 6 121 186 10
49 30 25 23 131 196 10
50 35 35 0 0 230 0

2
