50

2

200

230

0 20 50 5 71 101 10
1 42 7 5 87 117 10
2 50 35 19 53 83 10
3 35 17 7 40 70 10
4 10 43 9 85 115 10
5 45 30 17 122 152 10
6 20 20 8 124 154 10
7 30 25 23 149 179 10
8 6 68 30 98 128 10
9 11 14 18 59 89 10
10 65 35 3 143 173 10
11 55 5 29 58 88 10
12 8 56 27 41 71 10
13 35 69 23 131 161 10
14 55 20 19 139 169 10
15 31 52 27 40 70 10
16 63 65 8 133 163 10
17 65 20 6 156 186 10
18 24 12 5 25 55 10
19 47 47 13 114 144 10
20 30 60 16 114 144 10
21 2 60 5 41 71 10
22 13 52 36 155 185 10
23 41 49 10 151 181 10
24 20 65 12 57 87 10
25 5 30 2 147 177 10
26 30 5 8 51 81 10
27 64 42 9 53 83 10
28 35 40 16 27 57 10
29 40 25 9 75 105 10
30 65 55 14 107 137 10
31 45 65 9 116 146 10
32 55 60 16 87 117 10
33 40 60 21 61 91 10
34 15 30 26 24 54 10
35 45 20 11 52 82 10
36 10 20 19 65 95 10
37 25 30 3 89 119 10
38 55 45 13 106 136 10
39 45 10 18 87 117 10
40 60 12 31 34 64 10
41 15 60 17 66 96 10
42 5 5 16 73 103 10
43 20 40 12 77 107 10
44 41 37 16 29 59 10
45 23 3 7 122 152 10
46 53 52 11 27 57 10
47 15 10 20 32 62 10
48 2 48 1 107 137 10
49 6 38 16 29 59 10
50 35 35 0 0 230 0

3
