50

2

200

240

0 88 30 10 59 119 10
1 55 82 10 49 109 10
2 60 80 10 36 96 10
3 20 85 20 40 100 10
4 15 75 20 64 124 10
5 88 35 20 50 110 10
6 20 82 10 37 97 10
7 22 85 10 94 154 10
8 5 45 10 35 95 10
9 18 75 20 80 140 10
10 42 15 10 107 167 10
11 95 35 20 57 117 10
12 60 85 30 70 130 10
13 65 85 40 43 103 10
14 87 30 10 116 176 10
15 62 80 30 60 120 10
16 55 80 10 33 93 10
17 0 45 20 129 189 10
18 40 5 10 52 112 10
19 25 85 20 130 190 10
20 5 35 10 127 187 10
21 8 40 40 44 104 10
22 0 40 20 57 117 10
23 65 82 10 109 169 10
24 42 10 40 57 117 10
25 58 75 20 77 137 10
26 35 5 20 124 184 10
27 67 85 20 124 184 10
28 90 35 10 52 112 10
29 18 80 10 98 158 10
30 10 40 30 104 164 10
31 10 35 20 76 136 10
32 44 5 20 72 132 10
33 95 30 30 100 160 10
34 92 30 10 55 115 10
35 42 5 10 124 184 10
36 22 75 30 35 95 10
37 72 35 30 101 161 10
38 40 15 40 77 137 10
39 55 85 20 113 173 10
40 38 15 10 133 193 10
41 42 12 10 89 149 10
42 2 40 20 43 103 10
43 15 80 10 76 136 10
44 2 45 10 38 98 10
45 38 5 30 50 110 10
46 8 45 20 49 109 10
47 20 80 40 126 186 10
48 85 35 30 96 156 10
49 85 25 10 51 111 10
50 40 50 0 0 240 0

3
