50

2

200

1236

0 35 32 10 123 278 90
1 5 35 10 251 376 90
2 23 52 10 264 313 90
3 40 66 20 172 223 90
4 42 68 10 703 806 90
5 30 35 10 872 1127 90
6 22 75 30 30 95 90
7 32 30 10 338 433 90
8 8 40 40 42 203 90
9 0 40 30 474 527 90
10 25 50 10 55 154 90
11 30 32 30 415 542 90
12 38 68 20 250 329 90
13 23 55 20 553 586 90
14 38 70 10 489 650 90
15 10 35 20 204 233 90
16 40 69 20 559 764 90
17 20 85 40 478 525 90
18 30 30 10 513 628 90
19 33 32 20 19 225 90
20 30 50 10 10 77 90
21 5 45 10 648 733 90
22 22 85 10 571 616 90
23 15 75 20 172 261 90
24 20 80 40 392 421 90
25 35 66 10 361 406 90
26 28 35 10 917 1126 90
27 28 52 20 806 889 90
28 25 85 20 647 726 90
29 45 70 30 816 879 90
30 33 35 10 16 153 90
31 20 55 10 452 501 90
32 26 32 10 779 916 90
33 35 30 10 240 345 90
34 18 75 20 105 142 90
35 45 68 10 890 989 90
36 0 45 20 541 650 90
37 25 55 10 612 711 90
38 35 69 10 450 503 90
39 28 55 10 739 770 90
40 10 40 30 31 189 90
41 15 80 10 274 349 90
42 28 30 10 599 726 90
43 42 65 10 15 60 90
44 30 52 20 918 961 90
45 25 52 40 172 221 90
46 2 40 20 365 452 90
47 42 66 10 55 156 90
48 20 50 10 365 398 90
49 8 45 20 715 852 90
50 40 50 0 0 1236 0

3
