50

2

200

230

0 30 60 16 101 156 10
1 60 12 31 33 186 10
2 10 43 9 61 138 10
3 8 56 27 34 116 10
4 15 30 26 20 107 10
5 45 65 9 109 152 10
6 13 52 36 125 192 10
7 6 68 30 93 132 10
8 30 5 8 30 154 10
9 41 49 10 130 201 10
10 5 5 16 42 145 10
11 11 14 18 31 138 10
12 55 45 13 106 135 10
13 45 10 18 59 144 10
14 15 10 20 32 137 10
15 55 5 29 36 155 10
16 25 30 3 54 153 10
17 20 50 5 66 105 10
18 6 38 16 29 189 10
19 55 20 19 71 195 10
20 45 20 11 37 96 10
21 42 7 5 44 159 10
22 24 12 5 25 172 10
23 35 17 7 20 89 10
24 50 35 19 38 97 10
25 64 42 9 37 98 10
26 63 65 8 50 178 10
27 15 60 17 53 108 10
28 55 60 16 53 150 10
29 41 37 16 8 79 10
30 20 65 12 33 152 10
31 40 25 9 51 128 10
32 47 47 13 105 152 10
33 65 55 14 100 143 10
34 35 69 23 116 175 10
35 20 40 12 77 106 10
36 23 3 7 115 158 10
37 53 52 11 24 179 10
38 40 60 21 28 123 10
39 2 48 1 93 150 10
40 45 30 17 117 156 10
41 2 60 5 41 178 10
42 65 35 3 118 190 10
43 35 40 16 5 156 10
44 5 30 2 51 189 10
45 20 20 8 117 160 10
46 31 52 27 24 85 10
47 10 20 19 54 105 10
48 65 20 6 47 186 10
49 30 25 23 70 208 10
50 35 35 0 0 230 0

3
