50

2

200

240

0 88 30 10 52 159 10
1 55 82 10 35 148 10
2 60 80 10 36 191 10
3 20 85 20 40 113 10
4 15 75 20 69 118 10
5 88 35 20 50 110 10
6 20 82 10 37 177 10
7 22 85 10 101 146 10
8 5 45 10 35 117 10
9 18 75 20 55 164 10
10 42 15 10 111 162 10
11 95 35 20 57 172 10
12 60 85 30 50 149 10
13 65 85 40 43 186 10
14 87 30 10 116 175 10
15 62 80 30 37 148 10
16 55 80 10 33 166 10
17 0 45 20 60 189 10
18 40 5 10 52 111 10
19 25 85 20 125 191 10
20 5 35 10 62 191 10
21 8 40 40 33 152 10
22 0 40 20 59 114 10
23 65 82 10 113 164 10
24 42 10 40 58 115 10
25 58 75 20 48 165 10
26 35 5 20 54 184 10
27 67 85 20 61 185 10
28 90 35 10 52 112 10
29 18 80 10 98 157 10
30 10 40 30 90 177 10
31 10 35 20 51 160 10
32 44 5 20 79 124 10
33 95 30 30 105 154 10
34 92 30 10 55 120 10
35 42 5 10 120 184 10
36 22 75 30 32 97 10
37 72 35 30 104 157 10
38 40 15 40 55 158 10
39 55 85 20 117 168 10
40 38 15 10 128 194 10
41 42 12 10 79 158 10
42 2 40 20 39 161 10
43 15 80 10 56 155 10
44 2 45 10 38 109 10
45 38 5 30 45 164 10
46 8 45 20 49 108 10
47 20 80 40 71 193 10
48 85 35 30 100 151 10
49 85 25 10 51 178 10
50 40 50 0 0 240 0

3
