25

2

200

1236

0 38 70 10 489 650 90
1 25 50 10 55 154 90
2 25 52 40 172 221 90
3 15 80 10 274 349 90
4 25 85 20 647 726 90
5 38 68 20 250 329 90
6 30 50 10 10 77 90
7 35 66 10 361 406 90
8 28 52 20 806 889 90
9 30 52 20 918 961 90
10 40 69 20 559 764 90
11 40 66 20 172 223 90
12 42 68 10 703 806 90
13 28 55 10 739 770 90
14 45 70 30 816 879 90
15 20 85 40 478 525 90
16 22 75 30 30 95 90
17 35 69 10 450 503 90
18 20 80 40 392 421 90
19 22 85 10 571 616 90
20 42 66 10 55 156 90
21 42 65 10 15 60 90
22 15 75 20 172 261 90
23 45 68 10 890 989 90
24 18 75 20 105 142 90
25 40 50 0 0 1236 0

2
