50

1

200

240

0 88 30 10 52 147 10
1 55 82 10 35 142 10
2 60 80 10 36 193 10
3 20 85 20 40 189 10
4 15 75 20 54 133 10
5 88 35 20 50 172 10
6 20 82 10 37 192 10
7 22 85 10 95 152 10
8 5 45 10 35 194 10
9 18 75 20 60 159 10
10 42 15 10 94 179 10
11 95 35 20 57 172 10
12 60 85 30 61 138 10
13 65 85 40 43 186 10
14 87 30 10 61 178 10
15 62 80 30 38 141 10
16 55 80 10 33 180 10
17 0 45 20 51 189 10
18 40 5 10 45 161 10
19 25 85 20 49 191 10
20 5 35 10 53 191 10
21 8 40 40 33 152 10
22 0 40 20 41 141 10
23 65 82 10 95 182 10
24 42 10 40 40 148 10
25 58 75 20 49 164 10
26 35 5 20 45 183 10
27 67 85 20 57 185 10
28 90 35 10 52 174 10
29 18 80 10 71 184 10
30 10 40 30 106 161 10
31 10 35 20 57 154 10
32 44 5 20 73 130 10
33 95 30 30 90 169 10
34 92 30 10 55 174 10
35 42 5 10 50 184 10
36 22 75 30 30 168 10
37 72 35 30 83 178 10
38 40 15 40 64 149 10
39 55 85 20 100 185 10
40 38 15 10 51 194 10
41 42 12 10 99 138 10
42 2 40 20 39 163 10
43 15 80 10 67 144 10
44 2 45 10 38 191 10
45 38 5 30 45 164 10
46 8 45 20 32 148 10
47 20 80 40 69 193 10
48 85 35 30 83 168 10
49 85 25 10 51 178 10
50 40 50 0 0 240 0

2
