50

1

200

240

0 88 30 10 0 178 10
1 55 82 10 64 94 10
2 60 80 10 0 193 10
3 20 85 20 0 189 10
4 15 75 20 0 194 10
5 88 35 20 0 179 10
6 20 82 10 0 192 10
7 22 85 10 0 190 10
8 5 45 10 0 194 10
9 18 75 20 0 196 10
10 42 15 10 0 194 10
11 95 35 20 0 172 10
12 60 85 30 0 189 10
13 65 85 40 0 186 10
14 87 30 10 0 178 10
15 62 80 30 75 105 10
16 55 80 10 0 196 10
17 0 45 20 0 189 10
18 40 5 10 0 185 10
19 25 85 20 0 191 10
20 5 35 10 142 172 10
21 8 40 40 59 89 10
22 0 40 20 0 188 10
23 65 82 10 0 189 10
24 42 10 40 0 189 10
25 58 75 20 0 199 10
26 35 5 20 154 184 10
27 67 85 20 0 185 10
28 90 35 10 0 177 10
29 18 80 10 0 192 10
30 10 40 30 0 198 10
31 10 35 20 91 121 10
32 44 5 20 0 184 10
33 95 30 30 0 171 10
34 92 30 10 0 174 10
35 42 5 10 0 184 10
36 22 75 30 0 199 10
37 72 35 30 0 194 10
38 40 15 40 0 195 10
39 55 85 20 0 191 10
40 38 15 10 0 194 10
41 42 12 10 0 191 10
42 2 40 20 58 88 10
43 15 80 10 91 121 10
44 2 45 10 0 191 10
45 38 5 30 65 95 10
46 8 45 20 0 197 10
47 20 80 40 141 171 10
48 85 35 30 0 182 10
49 85 25 10 0 178 10
50 40 50 0 0 240 0

2
