25

3

200

1236

0 38 70 10 390 750 90
1 25 50 10 15 375 90
2 25 52 40 17 377 90
3 15 80 10 132 492 90
4 25 85 20 507 867 90
5 38 68 20 110 470 90
6 30 50 10 10 370 90
7 35 66 10 204 564 90
8 28 52 20 668 1028 90
9 30 52 20 760 1120 90
10 40 69 20 482 842 90
11 40 66 20 18 378 90
12 42 68 10 575 935 90
13 28 55 10 575 935 90
14 45 70 30 668 1028 90
15 20 85 40 322 682 90
16 22 75 30 30 390 90
17 35 69 10 297 657 90
18 20 80 40 227 587 90
19 22 85 10 414 774 90
20 42 66 10 16 376 90
21 42 65 10 15 375 90
22 15 75 20 37 397 90
23 45 68 10 760 1120 90
24 18 75 20 33 393 90
25 40 50 0 0 1236 0

2
